"Row.names","Estimate","Std..Error","t.value","Pr...t..","VIF","VIF_CI_low","VIF_CI_high","SE_factor","Tolerance","Tolerance_CI_low","Tolerance_CI_high","Coefficient","SE","CI","CI_low","CI_high","t","df_error","p","distance","LT","FT","sd.two_EB","sd.two_DB"
"two_DB",-0.378130479941476,0.0419631729238744,-9.01100783364128,2.57489643724139e-18,3.140699688815,2.76890906956045,3.59063353597445,1.77220193229073,0.31840038815596,0.278502384044774,0.361153066019155,-0.378130479941476,0.0419631729238744,0.95,-0.464763999960279,-0.291607311467379,-9.01100783364128,613,2.04171438138259e-19,31,"EB","understory",0.88573983687468,0.870423632296127
"two_EB",-0.600470663249761,0.0427825565122754,-14.035408638506,5.24874274431649e-39,3.26454935986712,2.87494915862761,3.73510552522299,1.8068063980037,0.306320992506208,0.267730052938812,0.34783223800638,-0.600470663249761,0.0427825565122754,0.95,-0.697789156454744,-0.5047340719618,-14.035408638506,613,9.46492837437701e-45,31,"EB","understory",0.816283985150373,0.848772199488401
"two_DB",-0.373626580045508,0.0423506275510137,-8.82222062932725,1.16361266930519e-17,3.1938731153473,2.81443528391975,3.65265963955789,1.78714104517447,0.313099476367664,0.273773112931223,0.355311065673989,-0.373626580045508,0.0423506275510137,0.95,-0.461287105773406,-0.286092170122314,-8.82222062932725,613,1.12211885086549e-18,32,"EB","understory",0.766853357555137,0.829687296375052
"two_EB",-0.599064091688107,0.043186690731659,-13.8714979439013,3.00414522988852e-38,3.32122127900831,2.9234739056318,3.80121721971121,1.82242181698099,0.301094060284533,0.263073626735799,0.342058808212241,-0.599064091688107,0.043186690731659,0.95,-0.697216285095269,-0.502514612035806,-13.8714979439013,613,9.42869551636657e-44,32,"EB","understory",0.742972920121974,0.820454671480168
"two_DB",-0.372615111618117,0.0427543126645874,-8.71526375692965,2.70584608204621e-17,3.26047127300691,2.87145739038182,3.73034823146414,1.80567751079945,0.306704128412016,0.268071487687225,0.348255211221167,-0.372615111618117,0.0427543126645874,0.95,-0.461271827873866,-0.284087370665122,-8.71526375692965,613,2.90082508255218e-18,33,"EB","understory",0.696980293455291,0.810723641007695
"two_EB",-0.598461646196584,0.043584587272437,-13.7310385080795,1.32847021434936e-37,3.38833542047903,2.98094133732146,3.87951287261622,1.84074317070009,0.295130167443288,0.2577643206338,0.335464501592156,-0.598461646196584,0.043584587272437,0.95,-0.697147662024537,-0.501375122013789,-13.7310385080795,613,6.61780812292742e-43,33,"EB","understory",0.684447036436433,0.806329084251118
"two_DB",-0.365953451518009,0.0432323151470127,-8.46481272801547,1.89329104519062e-16,3.33241624428683,2.93305963281523,3.81427714089206,1.8254906858943,0.300082560728847,0.262172873931789,0.340940903080165,-0.365953451518009,0.0432323151470127,0.95,-0.455665533986898,-0.276366114166224,-8.46481272801547,613,2.56564605187932e-17,34,"EB","understory",0.66758352764485,0.801121874492616
"two_EB",-0.598571679303265,0.0440821887594855,-13.5785380932217,6.61386143731044e-37,3.46472329616237,3.04635152418837,3.96863019615113,1.86137672064587,0.288623337138533,0.251976110288588,0.328261525979484,-0.598571679303265,0.0440821887594855,0.95,-0.698163833474905,-0.500594135643214,-13.5785380932217,613,5.36873160565443e-42,34,"EB","understory",0.656673316135197,0.796395771037951
"two_DB",-0.361471616908866,0.0436877546061199,-8.27398020721874,8.09722114448116e-16,3.40298142500818,2.99348240841749,3.89659929004252,1.84471716667032,0.293859964280468,0.256634035363972,0.334059086897608,-0.361471616908866,0.0436877546061199,0.95,-0.452099722512955,-0.270976665934504,-8.27398020721874,613,1.29559679281497e-16,35,"EB","understory",0.646588095778735,0.792113329341199
"two_EB",-0.598035742695873,0.0444681978186729,-13.4486165851486,2.57694076262808e-36,3.5256499321826,3.09852380013358,4.03971181052507,1.87767141219719,0.283635647110584,0.247542410672613,0.32273432915277,-0.598035742695873,0.0444681978186729,0.95,-0.698351518209657,-0.499333546557831,-13.4486165851486,613,3.1368610342873e-41,35,"EB","understory",0.637536823866013,0.788298355933298
"two_DB",-0.358504653375106,0.0440860094931844,-8.1319370361822,2.34897445496381e-15,3.46961295473473,3.05053855857854,3.97433477691904,1.86268970973019,0.288216585840035,0.251614435152142,0.327810968718248,-0.358504653375106,0.0440860094931844,0.95,-0.44993309421903,-0.267185483908071,-8.1319370361822,613,4.22484262843276e-16,36,"EB","understory",0.633756190728803,0.784575589483696
